"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","genename"
"ENS254046",59.3795099182928,2.20953096749978,0.462563380869002,3.69577670477966,0.00021921558068317,0.220427237280424,NA,NA,NA
"ENS198865",153.93943471539,2.19743420319252,0.459622858242501,3.69310223099683,0.000221534911839622,0.220427237280424,"CCDC152","100129792","coiled-coil domain containing 152"
"ENS213264",3.87146885991552,3.77314126926683,0.886621324522835,3.69170149503045,0.000222758817356426,NA,NA,NA,NA
"ENS230676",5.30154489385769,-2.37385533251585,0.508614461550733,-3.68423525906555,0.000229390302646908,NA,NA,NA,NA
"ENS258819",218.079547410248,2.42561431384512,0.526414183830467,3.65798333896199,0.00025420756710228,0.227038199879095,"LINC02289","102724190","long intergenic non-protein coding RNA 2289"
"ENS188549",10.8855822963379,3.02058914575376,0.689382285392527,3.65630100912523,0.000255880871889287,0.227038199879095,"CCDC9B","388115","coiled-coil domain containing 9B"
"ENS230461",37.6034684880917,-2.52503109713308,0.554716361020155,-3.65057034447107,0.000261658632785203,0.227038199879095,"PROX1-AS1","100505832","PROX1 antisense RNA 1"
"ENS266151",820.570540222208,2.62768801634864,0.584128563017771,3.64249953016578,0.000270003470914396,0.227038199879095,"MIR3646","100500813","microRNA 3646"
"ENS231181",45.0839036053545,-2.69993899275528,0.606444529901939,-3.6276013456845,0.00028606650144521,0.227038199879095,NA,NA,NA
"ENS259838",738.739968999,3.50711114763684,0.830016444299194,3.62295369964125,0.000291257972830911,0.227038199879095,NA,NA,NA
"ENS251426",1650.01432111454,1.57117659568523,0.295914347634603,3.61988732296255,0.000294731331501337,0.227038199879095,NA,NA,NA
"ENS224625",2.736192364443,4.85665395340965,1.2061544787905,3.61201987806603,0.000303821270465773,NA,NA,NA,NA
"ENS177485",4.43981622072148,5.00158596545287,1.2470000659087,3.60993241982912,0.000306276791344557,NA,"ZBTB33","10009","zinc finger and BTB domain containing 33"
"ENS259065",33.1369007983893,2.69309262215983,0.60767516729255,3.60898838754755,0.000307393367783815,0.229392300708672,NA,NA,NA
"ENS185024",293.132441592422,-2.74192936494509,0.623169978935439,-3.59762093927402,0.000321141184881223,0.232389439241321,"BRF1","2972","BRF1 RNA polymerase III transcription initiation factor subunit"
"ENS203301",69.7681481590495,2.19314752191779,0.472203963749229,3.58562750823701,0.000336268651142365,0.236179276155285,NA,NA,NA
"ENS254617",75.6548384953882,2.81596147347232,0.649005478047114,3.56847754265673,0.000359061623391917,0.244982616188542,NA,NA,NA
"ENS264022",7.07333041579601,5.16697649379551,1.31538633827599,3.54798917853464,0.000388184169897655,0.249124233670972,NA,NA,NA
"ENS213307",15.9768343776008,2.68701533239448,0.617793409063362,3.5400431605611,0.000400061599802768,0.249124233670972,NA,NA,NA
"ENS198369",5.47000814120856,2.88931369793949,0.675489429943372,3.53715926856145,0.000404455685213301,0.249124233670972,"SPRED2","200734","sprouty related EVH1 domain containing 2"
"ENS060140",908.006061975325,2.42554761493675,0.546700153481263,3.52212744531952,0.000428098285720385,0.249124233670972,"STYK1","55359","serine/threonine/tyrosine kinase 1"
"ENS243303",16021.4650382495,3.62580330126839,0.889096960009917,3.51570575748401,0.000438586765036191,0.249124233670972,NA,NA,NA
"ENS248540",1667.75368856541,2.41644540911884,0.5477679878399,3.49864441088691,0.000467629777365061,0.249124233670972,"LOC283731","283731","uncharacterized LOC283731"
"ENS252138",82.3550897122527,-2.55496592884588,0.587459400813462,-3.4980560801314,0.000468662574605304,0.249124233670972,NA,NA,NA
"ENS158406",44.7452903626508,2.54025851688838,0.583799377660076,3.49479392229902,0.000474427913271103,0.249124233670972,"H4C8","8365","H4 clustered histone 8"
"ENS261465",2522.57077501427,2.38952249930554,0.54074511295706,3.49429417673828,0.000475316954913601,0.249124233670972,"LOC102723385","102723385","uncharacterized LOC102723385"
"ENS254129",31.6419957487631,-2.08482014782742,0.453798044242053,-3.49234680037997,0.000478796162935769,0.249124233670972,NA,NA,NA
"ENS044574",120.135739849347,4.29759107130111,1.08759316005419,3.49173864895574,0.000479887552297518,0.249124233670972,"HSPA5","3309","heat shock protein family A (Hsp70) member 5"
"ENS235102",17.9783305737388,3.0121436188524,0.722162656133865,3.47863960773227,0.00050396585238157,0.256057543720678,NA,NA,NA
"ENS233967",317.097138594561,1.79074212143149,0.372957200867922,3.46083174806052,0.000538509264651011,0.26382790045357,NA,NA,NA
"ENS235096",767.224431242507,2.83784414810678,0.67596857408831,3.45851011085814,0.000543171884769265,0.26382790045357,NA,NA,NA
"ENS231123",4262.18371842073,3.45280946185199,0.854903605080263,3.45396772724425,0.000552403476661579,0.26382790045357,NA,NA,NA
"ENS236666",296.894189258274,1.79777956279419,0.376381269272972,3.44804502440043,0.000564659901482538,0.264210444995851,NA,NA,NA
"ENS148926",3.67651557336019,3.7702948858616,0.949072156928573,3.44578108417495,0.000569411438774168,NA,"ADM","133","adrenomedullin"
"ENS231178",2193.8253366826,-2.2116391738562,0.497138239593588,-3.442984340242,0.000575332627294148,0.264210444995851,NA,NA,NA
"ENS076382",188.24218163095,1.78797902926048,0.375718074299448,3.42804649912571,0.000607941320894711,0.271739959415458,"SPAG5","10615","sperm associated antigen 5"
"ENS200794",59.5998797573819,2.93763774266456,0.711967617090929,3.42380423512047,0.000617510876396079,0.271739959415458,NA,NA,NA
"ENS229309",10.0257238322068,-3.2537414710324,0.805152311303778,-3.42014974356005,0.000625866740697244,0.271739959415458,NA,NA,NA
"ENS156697",4195.15942370888,-1.75249674185889,0.367464483371104,-3.40848380874401,0.00065324961730221,0.278564301092442,"UTP14A","10813","UTP14A small subunit processome component"
"ENS231053",16.5561190208142,3.33878461749081,0.835916654294595,3.39601394816852,0.000683748751802647,0.286331455549943,NA,NA,NA
"ENS233183",16.1952746248029,4.88771280602708,1.29378822209498,3.39136864217409,0.000695444908789643,0.286331455549943,NA,NA,NA
"ENS257899",115.252703947695,2.76834908023907,0.670505396418537,3.3830437344059,0.000716872153830036,0.290150966668835,NA,NA,NA
"ENS166855",105.38123791407,2.1517882616445,0.489481909137681,3.37456447482289,0.000739325949557717,0.29168084509791,"CLPX","10845","caseinolytic mitochondrial matrix peptidase chaperone subunit"
"ENS163703",5.62000881000781,-2.74152050343526,0.664660397251037,-3.37242975917618,0.000745080885719116,0.29168084509791,"CRELD1","78987","cysteine rich with EGF like domains 1"
"ENS252137",1334.06775944248,-1.8817976861651,0.413984404779394,-3.33780130413713,0.000844441116259695,0.325246029940024,NA,NA,NA
"ENS251418",1028.18657945769,3.55202497130966,0.918288537519614,3.32360129372133,0.000888631440375694,0.336833631685263,NA,NA,NA
"ENS205857",375.779634677216,-2.80260339783156,0.69406700430253,-3.31755202820144,0.000908100010873595,0.33883481655721,"NANOGNB","360030","NANOG neighbor homeobox"
"ENS216194",12.3726268470213,3.24652662700008,0.832201106676631,3.30031599930003,0.000965760191057091,0.349664780392124,NA,NA,NA
"ENS231649",32.6680743154181,2.96214381455399,0.746075431160818,3.30012718784097,0.00096641019706366,0.349664780392124,NA,NA,NA
"ENS183034",183.534381906795,2.77962465560409,0.693407964232829,3.28756630034703,0.00101057390247182,0.355499399158003,"OTOP2","92736","otopetrin 2"
"ENS063515",168.75191895876,-1.90916842662743,0.428698763481955,-3.2870830211451,0.00101230984684858,0.355499399158003,"GSC2","2928","goosecoid homeobox 2"
"ENS228450",4.75748050927024,2.72488780914718,0.678037334974655,3.28136474849183,0.00103306056327399,NA,NA,NA,NA
"ENS234353",940.4205063409,2.02371711824881,0.46481623985922,3.27810645925431,0.00104505973603019,0.361681543426101,NA,NA,NA
"ENS252139",795.970949038557,-2.73229306246299,0.683780590036268,-3.26463356081018,0.00109605774419199,0.364673263761976,NA,NA,NA
"ENS224723",11.2266181946039,-2.76653551737137,0.694500952365622,-3.2635455857203,0.00110027482140351,0.364673263761976,NA,NA,NA
"ENS224071",241.547617081829,1.69020346834252,0.36497020041032,3.26109766497217,0.00110981807170915,0.364673263761976,NA,NA,NA
"ENS134574",314.148503922756,2.0963748195797,0.489711001390421,3.25983042048712,0.00111478845287371,0.364673263761976,"DDB2","1643","damage specific DNA binding protein 2"
"ENS227042",12.6951236749928,2.68648201869553,0.671554306881898,3.25585287189597,0.00113052317491607,0.364822884013455,NA,NA,NA
"ENS227083",5.01126658116099,4.97272862106909,1.376160097707,3.25015136576165,0.00115343597903822,NA,NA,NA,NA
"ENS235266",309.6760232943,1.98528092992046,0.458897727189544,3.23662733964026,0.00120951249088025,0.383311798556546,NA,NA,NA
"ENS242429",25.1818701269463,4.92751029059185,1.36967739263527,3.2325205295776,0.00122703318832991,0.383311798556546,NA,NA,NA
"ENS230184",14.8033604936235,-3.51904597149971,0.93495822332818,-3.22907045060557,0.00124193296134649,0.383311798556546,NA,NA,NA
"ENS211891",36.5405663178819,-1.73470512720086,0.382645999721543,-3.22675561249659,0.00125202346262188,0.383311798556546,NA,NA,NA
"ENS207590",181.39602936976,2.37423726866492,0.582267806345259,3.21885779746095,0.00128702293323475,0.386911047332055,"MIR215","406997","microRNA 215"
"ENS115419",1220.30260670388,2.13011535688909,0.507168387792465,3.2141501641781,0.00130831232524786,0.386911047332055,"GLS","2744","glutaminase"
"ENS132024",193.035920386024,2.03162405757758,0.476657772742341,3.21325727841535,0.00131238671833737,0.386911047332055,"CC2D1A","54862","coiled-coil and C2 domain containing 1A"
"ENS260959",170.452071392297,2.23522060462715,0.541548099058546,3.20418557030067,0.00135445145514428,0.394442692059089,NA,NA,NA
"ENS244609",4.22990563825811,3.5278704440618,0.946538256929436,3.19888860476088,0.0013795846379103,NA,NA,NA,NA
"ENS263489",216.937908451781,2.28893492497187,0.559847664919832,3.19539588546473,0.001396391545143,0.39575467172132,NA,NA,NA
"ENS106952",841.302432427045,3.47931104980285,0.932480489438982,3.1950384844999,0.00139812195894025,0.39575467172132,"TNFSF8","944","TNF superfamily member 8"
"ENS253637",160.320333827847,3.56158184439484,0.95888151089651,3.19286774184686,0.00140867450152061,0.39575467172132,NA,NA,NA
"ENS104901",4.11586489327386,-2.82537957103852,0.729282472205409,-3.18858557508778,0.00142970685238832,NA,"DKKL1","27120","dickkopf like acrosomal protein 1"
"ENS266664",1145.20814059194,4.08601332884036,1.12723628087558,3.18124371055101,0.00146644209766387,0.404379744953685,NA,NA,NA
"ENS199739",14.5389557422227,-2.5167938116749,0.634231205405962,-3.17990315595396,0.00147324278940413,0.404379744953685,NA,NA,NA
"ENS186452",1.70892688710584,-3.41015887983064,0.916305822654829,-3.17596899187979,0.00149336912880795,NA,"TMPRSS12","283471","transmembrane serine protease 12"
"ENS239227",9.80180157247992,2.89823483617798,0.755597586436619,3.17395777756253,0.00150375563920685,0.40667596596796,NA,NA,NA
"ENS237848",3.10187975130945,-3.72319563511048,1.01672134617395,-3.17018585991115,0.00152341459538714,NA,NA,NA,NA
"ENS166743",383.776060355976,-3.40215885891154,0.9161580750327,-3.16774903589422,0.00153624072389133,0.40667596596796,"ACSM1","116285","acyl-CoA synthetase medium chain family member 1"
"ENS203907",7.0832720406579,3.45424511862858,0.932847689613199,3.16691047372754,0.00154067741451272,0.40667596596796,"OOEP","441161","oocyte expressed protein"
"ENS250092",5.9040766575109,2.67508584207595,0.687724058685895,3.16273047976845,0.00156296959500686,0.40667596596796,"LOC105374516","105374516","uncharacterized LOC105374516"
"ENS253063",3637.48307259817,-1.83418717597648,0.42200323361587,-3.1615567599914,0.00156928231288077,0.40667596596796,NA,NA,NA
"ENS253326",2388.99709662297,2.01266432846087,0.479652208857768,3.15366905546645,0.00161231812895471,0.40667596596796,NA,NA,NA
"ENS252371",1202.31108142808,2.35948803841778,0.589882012862181,3.15230503367158,0.00161986957070871,0.40667596596796,NA,NA,NA
"ENS256346",3836.57073059701,2.25544418318227,0.557348319409015,3.14963573415572,0.00163474149978266,0.40667596596796,NA,NA,NA
"ENS083067",18.5128257743821,-2.48015564913424,0.628698421905708,-3.14961129237767,0.00163487825514758,0.40667596596796,"TRPM3","80036","transient receptor potential cation channel subfamily M member 3"
"ENS249016",33.6731624219149,-2.1657417808261,0.531088527350578,-3.13646726495095,0.00170996524848482,0.417947558752146,NA,NA,NA
"ENS238688",94.2904405913754,2.34808071037896,0.589391954507442,3.13557166202482,0.00171519517410847,0.417947558752146,NA,NA,NA
"ENS250193",27.0215194477056,2.16845188866802,0.533969655159966,3.12461929726734,0.00178035313133256,0.429442755315369,NA,NA,NA
"ENS235099",3.09397001523449,3.42669487020872,0.937508866536554,3.12177833690345,0.00179762231455006,NA,NA,NA,NA
"ENS222054",2.05453002113287,3.75360005668374,1.04263911404879,3.12054287321844,0.00180518018205301,NA,NA,NA,NA
"ENS160801",7.32666249029506,-3.27445626779299,0.890539994578012,-3.11547632300072,0.00183648091405111,0.430373439638188,"PTH1R","5745","parathyroid hormone 1 receptor"
"ENS231912",78.9282065992335,-1.68361055096691,0.379956131652832,-3.11512422715258,0.00183867455835115,0.430373439638188,NA,NA,NA
"ENS255543",918.032938295631,2.50133505651365,0.642533887724363,3.11475409274006,0.00184098318293441,0.430373439638188,NA,NA,NA
"ENS264526",273.858671743209,2.75557799651063,0.724728165252712,3.11230900723185,0.00185630084936069,0.430373439638188,NA,NA,NA
"ENS108344",6251.78918098813,-2.19771044593253,0.54607429449908,-3.10893675647168,0.00187761904756139,0.43113021976698,"PSMD3","5709","proteasome 26S subunit, non-ATPase 3"
"ENS199223",48.6484685851527,2.35801541216428,0.599909928660307,3.09715729545186,0.0019538616820562,0.437743830731069,NA,NA,NA
"ENS211593",597.844356530357,-2.67587707703425,0.703504038004782,-3.09291341554384,0.00198201953721327,0.437743830731069,NA,NA,NA
"ENS187122",1604.2811640127,1.52745267943368,0.332208645786633,3.0927933166844,0.00198282177751541,0.437743830731069,"SLIT1","6585","slit guidance ligand 1"
"ENS255006",8.00457535685954,-2.2310998581732,0.559903418541396,-3.09178297693356,0.00198958248782775,0.437743830731069,NA,NA,NA
"ENS171444",146.305622195848,3.11049859537617,0.844679952400862,3.09051799791893,0.00199807694931685,0.437743830731069,"MCC","4163","MCC regulator of WNT signaling pathway"
"ENS242365",4777.73065679678,-2.18799842790278,0.54695246075477,-3.08618856120222,0.00202740208583258,0.438147513029824,NA,NA,NA
"ENS228983",3.9460146607397,-2.51263675843263,0.652164378776145,-3.08608814576712,0.00202808690505398,NA,NA,NA,NA
"ENS199226",691.483543208225,2.93482876231892,0.789288452573027,3.08484021827704,0.00203661532438486,0.438147513029824,NA,NA,NA
"ENS243312",71.9831752520202,3.34778934708742,0.924810419916856,3.07932229758338,0.00207472100512985,0.441392010243939,NA,NA,NA
"ENS212428",45.6858054219887,-3.07815474037585,0.838420606537953,-3.07501356750007,0.00210492978032034,0.441392010243939,NA,NA,NA
"ENS162105",191.432143162643,2.49061052770449,0.647416295810013,3.07469944854252,0.00210714778759669,0.441392010243939,"SHANK2","22941","SH3 and multiple ankyrin repeat domains 2"
"ENS196735",5.2008211273453,2.4466781051331,0.633541285694558,3.07269336519867,0.00212136345618514,NA,"HLA-DQA1","3117","major histocompatibility complex, class II, DQ alpha 1"
"ENS248416",158.157752859422,-1.79209973953238,0.421144953327692,-3.06806416489812,0.00215450351220634,0.447387338012934,NA,NA,NA
"ENS266809",5427.52400853631,2.95826611082657,0.802538732749879,3.06311210974625,0.00219047979340988,0.450936702298517,NA,NA,NA
"ENS164932",512.180850093581,-2.15904395538361,0.543266019915545,-3.05383347119985,0.0022593746012427,0.459826952727506,"CTHRC1","115908","collagen triple helix repeat containing 1"
"ENS266652",136.850580662443,4.29294334462041,1.24371693295182,3.04968376977732,0.0022908243482077,0.459826952727506,NA,NA,NA
"ENS227969",167.406089192867,1.98539373149695,0.487077571170826,3.04960404546321,0.002291432469622,0.459826952727506,NA,NA,NA
"ENS201186",957.074570998735,-1.45324550276709,0.313705633130259,-3.03866237037344,0.00237631009949745,0.468364248388508,NA,NA,NA
"ENS270891",525.914261296881,2.15942790188555,0.546282606630741,3.03767295854477,0.00238412543785231,0.468364248388508,NA,NA,NA
"ENS199940",66.0632458842445,2.47626797828015,0.651053779856507,3.03549113671642,0.00240144281609138,0.468364248388508,NA,NA,NA
"ENS260989",1062.79185003341,2.24140706986992,0.573942446512616,3.03411444902019,0.002412428917579,0.468364248388508,"LOC105371046","105371046","uncharacterized LOC105371046"
"ENS248753",67.4286434532141,-2.4462985662959,0.642181185040715,-3.03076236369725,0.0024393715277849,0.469775742608899,NA,NA,NA
"ENS110429",86.5938963650113,1.3348316822613,0.275853190549119,3.02636224942501,0.00247515571894199,0.472853748546677,"FBXO3","26273","F-box protein 3"
"ENS250522",10.738929941566,2.28880100180848,0.591881096744786,3.02223032910916,0.00250919543509905,0.47411409270326,NA,NA,NA
"ENS269055",27.0609582664579,3.06301645584438,0.848469102522002,3.0207540241902,0.00252146104578367,0.47411409270326,NA,NA,NA
"ENS211956",7191.33632988076,-1.91186770423183,0.467865305636262,-3.01767984764716,0.00254717846990408,0.47520798329148,NA,NA,NA
"ENS112584",85.6371646186121,3.29345181125825,0.926839048669013,3.01395567576678,0.00257865476518216,0.477350975136046,"FAM120B","84498","family with sequence similarity 120B"
"ENS256342",805.144548777663,1.74253853471839,0.41337528839579,3.00583651127378,0.00264851356575124,0.486511568847228,NA,NA,NA
"ENS262402",3.43946813861149,2.17747822584862,0.558523526125111,3.00341551856646,0.00266967657493388,NA,NA,NA,NA
"ENS072315",65.8956500614807,-1.96183809772858,0.487490286899276,-2.99870199881669,0.0027113235785187,0.486900658806713,"TRPC5","7224","transient receptor potential cation channel subfamily C member 5"
"ENS260742",1043.9272571502,2.12016655131046,0.540396627605206,2.99810633254746,0.00271662871529561,0.486900658806713,NA,NA,NA
"ENS169871",368.393595405194,3.05876378137068,0.854655113416714,2.99391385039672,0.00275423700477421,0.486900658806713,"TRIM56","81844","tripartite motif containing 56"
"ENS138193",2.17321686683209,3.16622919490417,0.890700260455241,2.99340789856899,0.00275880761844901,NA,"PLCE1","51196","phospholipase C epsilon 1"
"ENS253153",951.344152678333,2.5448464078393,0.683190513837337,2.99308372470489,0.00276173974641365,0.486900658806713,NA,NA,NA
"ENS213786",54.322949313391,1.67292559235502,0.391930068600192,2.99269100874095,0.00276529564541898,0.486900658806713,NA,NA,NA
"ENS213659",41.9620499586506,2.86133932111887,0.789416560450324,2.99124624364587,0.00277841348668413,0.486900658806713,NA,NA,NA
"ENS231375",11.6840884679371,2.27070550405101,0.592286877279402,2.9896078606106,0.00279335805094304,0.486900658806713,NA,NA,NA
"ENS259176",1550.12519024637,1.65723016345835,0.387981111422251,2.98269717104578,0.00285720543948298,0.490771628083841,NA,NA,NA
"ENS147548",2.15255155911117,4.54192587634884,1.35541353112566,2.98206103416428,0.00286314912850038,NA,"NSD3","54904","nuclear receptor binding SET domain protein 3"
"ENS259064",25.4875261905584,1.94084277086829,0.483303495647014,2.98123804989118,0.0028708553575211,0.490771628083841,NA,NA,NA
"ENS255525",1850.57125356283,2.02288163192865,0.511177057734568,2.97916662903016,0.00289033552939876,0.490771628083841,NA,NA,NA
"ENS218676",6.26623603674596,2.66607644264114,0.727266841077213,2.97837921419982,0.00289777217587192,0.490771628083841,NA,NA,NA
"ENS242428",351.101988231889,4.27080838464831,1.26766860833736,2.97460105886349,0.00293369804838475,0.493357108418505,"C3orf67-AS1","101929238","C3orf67 antisense RNA 1"
"ENS242423",52.3891169918419,3.38265287949175,0.970028446675546,2.97171994220488,0.00296136677865825,0.494527543177335,NA,NA,NA
"ENS109572",4.91357309956656,3.38147277740978,0.970853852113936,2.96797790021192,0.00299765882584073,NA,"CLCN3","1182","chloride voltage-gated channel 3"
"ENS250874",117.533600286226,2.64712322455808,0.725050198883141,2.9613442322552,0.00306299386481686,0.50794648258213,NA,NA,NA
"ENS107140",55.4012451473293,2.72033691491324,0.750899734004359,2.95690198619826,0.00310746879364662,0.511589734425252,"TESK1","7016","testis associated actin remodelling kinase 1"
"ENS254216",1462.67187028116,1.95283341403601,0.49229066650144,2.95116993454469,0.00316572693203776,0.511589734425252,NA,NA,NA
"ENS243323",705.889769495889,3.0916167131151,0.878882843577101,2.94876243409995,0.00319049126897657,0.511589734425252,"PTPRVP","148713","protein tyrosine phosphatase receptor type V, pseudogene"
"ENS082014",108.500132440333,2.00792036142551,0.512665899760608,2.94133150289425,0.0032680458483808,0.511589734425252,"SMARCD3","6604","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"
"ENS115170",37.2433239243924,2.76538431697607,0.771578470210855,2.9360387885849,0.00332432751598181,0.511589734425252,"ACVR1","90","activin A receptor type 1"
"ENS231039",42.0557534994985,2.22055956592856,0.586227219057455,2.9349704517216,0.00333579452013207,0.511589734425252,NA,NA,NA
"ENS227045",30.9819619903482,2.05037761622995,0.528491904795895,2.93358820099375,0.0033506843747428,0.511589734425252,NA,NA,NA
"ENS131263",10.4085774657151,1.8453344018339,0.458607431134492,2.9335207205558,0.00335141283333797,0.511589734425252,"RLIM","51132","ring finger protein, LIM domain interacting"
"ENS271056",141.499156372368,1.70641800710464,0.411426453724841,2.93228108251757,0.00336482054443327,0.511589734425252,NA,NA,NA
"ENS261081",581.733608480303,2.226536763455,0.588841373231979,2.93209146289864,0.00336687573905443,0.511589734425252,NA,NA,NA
"ENS266771",6351.31436309907,3.09334212393855,0.884630090852112,2.93155540463307,0.00337269199807152,0.511589734425252,NA,NA,NA
"ENS198585",3.78346153081374,2.856716233616,0.80405880695296,2.93102471266617,0.00337845904288564,NA,"NUDT16","131870","nudix hydrolase 16"
"ENS250812",28.0236142014593,2.72063109656562,0.757727538224055,2.93064589122666,0.00338258119698911,0.511589734425252,NA,NA,NA
"ENS213742",9.75993731830983,-1.93727419460535,0.490739681927235,-2.92879147037974,0.00340282627441663,0.511589734425252,"ZNF337-AS1","102724826","ZNF337 antisense RNA 1"
"ENS267776",17.8603195008967,2.75957716731248,0.771771646359508,2.92777945130666,0.00341392115504299,0.511589734425252,NA,NA,NA
"ENS242357",32.6401734429086,4.90423303561588,1.50450320258799,2.9273670059591,0.00341845227845578,0.511589734425252,NA,NA,NA
"ENS248547",11.253362697815,-2.40547951305069,0.651267489596773,-2.92580167671268,0.00343569884233381,0.511589734425252,NA,NA,NA
"ENS262837",5.9053697669893,3.34112332637279,0.971550251030965,2.92431948152751,0.00345210241479856,0.511589734425252,NA,NA,NA
"ENS172421",1.96449596447625,-4.18234878504686,1.25925292382073,-2.92423286489116,0.00345306320902616,NA,"EFCAB3","146779","EF-hand calcium binding domain 3"
"ENS234213",36.5466763101264,-1.98216968869825,0.507364356752572,-2.92131220684282,0.00348560339798937,0.511589734425252,NA,NA,NA
"ENS222255",6.62869931655529,-2.9576361127863,0.841442852792769,-2.92074037426231,0.00349200698121089,0.511589734425252,NA,NA,NA
"ENS169877",396.304952912646,1.97909408893153,0.507471563187627,2.91463442727858,0.00356105408425104,0.513677975919177,"AHSP","51327","alpha hemoglobin stabilizing protein"
"ENS214595",1013.30301303543,2.8185287355912,0.796883875145087,2.90949385212378,0.00362014506817843,0.513677975919177,"EML6","400954","EMAP like 6"
"ENS232884",5559.42416872894,-1.56875524438086,0.367438476485695,-2.90866447793598,0.00362976184821225,0.513677975919177,NA,NA,NA
"ENS231392",3282.99184317687,1.94087605196017,0.495396301629603,2.90853211301823,0.00363129879718887,0.513677975919177,NA,NA,NA
"ENS196184",8.46195958094994,1.96447099790424,0.503585960038044,2.90808543946222,0.0036364896955065,0.513677975919177,"OR10J1","26476","olfactory receptor family 10 subfamily J member 1"
"ENS161642",146.027375914459,2.97317327032854,0.850732333157949,2.90711093717108,0.00364783804370309,0.513677975919177,"ZNF385A","25946","zinc finger protein 385A"
"ENS149823",200.79278780246,-2.85250891250376,0.809943515779483,-2.90453453441099,0.00367799625536011,0.513677975919177,"VPS51","738","VPS51 subunit of GARP complex"
"ENS229379",402.688198655951,2.07138416955013,0.541311400640495,2.90292088378486,0.00369700019885798,0.513677975919177,NA,NA,NA
"ENS171791",225.390912978742,4.49579295447729,1.37658802027257,2.90267886661261,0.00369985811801082,0.513677975919177,"BCL2","596","BCL2 apoptosis regulator"
"ENS252846",4.74514131174947,3.81637812162222,1.14430029659168,2.89817116319913,0.00375345684788058,NA,NA,NA,NA
