"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","genename"
"ENS266754",2318.07697441751,9.47485100254428,0.899537660294999,9.97718205550285,1.91837607331745e-23,1.37129009677228e-20,NA,NA,NA
"ENS243671",1759.91716289525,9.15855917824281,0.873522900521788,9.91222917346612,3.68334712743964e-23,2.57441408560514e-20,NA,NA,NA
"ENS266777",1693.7539886435,8.59313184955851,0.831366696456194,9.73473183861768,2.14382386541098e-22,1.46581626554144e-19,NA,NA,NA
"ENS243503",1344.01180616919,9.5954861477536,0.934703461884103,9.73087884944774,2.22660812910602e-22,1.49002721014133e-19,NA,NA,NA
"ENS132881",1815.80641158328,8.94114960780347,0.871751023074292,9.68298216391552,3.56172122935189e-22,2.33381783553283e-19,"CPLANE2","79363","ciliogenesis and planar polarity effector 2"
"ENS266693",1333.10850697252,8.89308085776435,0.86901952966952,9.65810384141328,4.54192580813484e-22,2.91536021464198e-19,NA,NA,NA
"ENS243546",2010.53454916155,8.7751108548533,0.858764284352249,9.63606778441545,5.63035457860473e-22,3.54171824412552e-19,NA,NA,NA
"ENS106809",1516.31151530474,8.49795982826397,0.835573376603498,9.57182223872987,1.05037765518981e-21,6.47774078647646e-19,"OGN","4969","osteoglycin"
"ENS266822",1010.35898138243,11.6797261485445,1.16824321973317,9.56969059156874,1.07226084098966e-21,6.48552845592437e-19,NA,NA,NA
"ENS243359",747.747706655611,8.41139101347719,0.829407263382936,9.53860830831007,1.44761843883343e-21,8.59065946003568e-19,NA,NA,NA
"ENS243650",1093.86827606639,8.25828962417075,0.819409127039982,9.46815133997426,2.84839942583171e-21,1.65903442113443e-18,NA,NA,NA
"ENS243591",1986.60379008323,8.73979690568222,0.871183761808498,9.45816171846127,3.13404298210897e-21,1.79221672496893e-18,NA,NA,NA
"ENS243549",878.35120886506,9.59760769885567,0.966453462874654,9.41339448647162,4.80367335093233e-21,2.69794882559863e-18,NA,NA,NA
"ENS133019",457.8630933396,9.86730311611743,1.00135644179714,9.35461412652008,8.39054237446607e-21,4.6298129607317e-18,"CHRM3","1131","cholinergic receptor muscarinic 3"
"ENS266813",16.9370989620128,23.9023106564581,2.50690690772631,9.33513350030348,1.00864059488531e-20,5.46961448109184e-18,NA,NA,NA
"ENS266631",558.174563147097,9.48758524216153,0.972790919296153,9.23896909796851,2.48883493827122e-20,1.32675994031367e-17,NA,NA,NA
"ENS243289",9541.75002220056,8.01357485916867,0.816561734690417,9.2014780266642,3.53059520867279e-20,1.85073800838628e-17,NA,NA,NA
"ENS132965",818.728449508182,9.35410710882734,0.964231837510759,9.18255005112144,4.21001318607084e-20,2.17071040538197e-17,"ALOX5AP","241","arachidonate 5-lipoxygenase activating protein"
"ENS266808",306.056332777398,10.7349775268447,1.11725977663975,9.16078582693384,5.15207564271762e-20,2.61359811475411e-17,"MIR548AE1","100616305","microRNA 548ae-1"
"ENS232773",2118.29827280055,7.34730410183617,0.750701999084236,9.12120136910389,7.42961055556168e-20,3.70914462211946e-17,NA,NA,NA
"ENS132849",1135.15564073509,10.0062331542385,1.04351167091722,9.10984842736145,8.24971454215038e-20,4.05421909030803e-17,"PATJ","10207","PATJ crumbs cell polarity complex component"
"ENS132819",1543.39084911647,9.02093404749753,0.93558932194409,9.1075580360319,8.42570219378603e-20,4.07700285229167e-17,"RBM38","55544","RNA binding motif protein 38"
"ENS243510",1005.10289350118,8.69372514888041,0.911517261910974,8.98910584721397,2.49249899342253e-19,1.18778906577463e-16,NA,NA,NA
"ENS133142",147.224633731029,10.6076762844669,1.12931800845062,8.95024803362004,3.54684487474869e-19,1.66500544777009e-16,"TCEAL4","79921","transcription elongation factor A like 4"
"ENS266738",907.162597118736,9.33386302732636,0.993638584410696,8.89041867528274,6.08790790249795e-19,2.80838110083138e-16,"MIR4757","100616307","microRNA 4757"
"ENS266706",196.96857720897,11.1340081529363,1.19629870347517,8.88909109576492,6.16108024791317e-19,2.80838110083138e-16,NA,NA,NA
"ENS266678",3201.88697815775,7.46834374557366,0.784497746462624,8.88255419087511,6.53423976274511e-19,2.9359272716837e-16,NA,NA,NA
"ENS243560",1097.39219069413,8.91801911406419,0.94833419492203,8.87663774979273,6.89117764021623e-19,3.05269463577579e-16,NA,NA,NA
"ENS243480",609.721290909763,8.86688381745195,0.943234505274909,8.87041745256488,7.28722048020298e-19,3.183300813102e-16,"AMY2A","279","amylase alpha 2A"
"ENS243452",577.350340595116,10.1105002305332,1.08640542708764,8.84614527036773,9.05943094208696e-19,3.90324961630848e-16,NA,NA,NA
"ENS132952",1.32102451263938,17.6178847007201,1.93582705505229,8.84267251872749,9.34558408476204e-19,3.97212581937751e-16,"USPL1","10208","ubiquitin specific peptidase like 1"
"ENS250874",117.533600286226,7.52694933760636,0.798234111815035,8.80311832530984,1.33066136389305e-18,5.5802614956219e-16,NA,NA,NA
"ENS260981",2115.85120186118,8.26176525002574,0.88202759071543,8.79991207954166,1.36923383564823e-18,5.66646613142211e-16,NA,NA,NA
"ENS133131",4.70434124190171,18.9903282600612,2.11477076423481,8.74341965227212,2.26158732635524e-18,9.23784994656169e-16,"MORC4","79710","MORC family CW-type zinc finger 4"
"ENS243355",295.459089184376,9.00127697004383,0.972637799784419,8.74043448848904,2.32215604023363e-18,9.36364766377284e-16,NA,NA,NA
"ENS266751",1454.89969911566,7.81496538852391,0.845145217180855,8.65527632390134,4.91718908830445e-18,1.95578589742711e-15,"MIR3661","100500905","microRNA 3661"
"ENS132964",404.225820775142,9.44182778085849,1.03326535370789,8.65395103858904,4.97465572282107e-18,1.95578589742711e-15,"CDK8","1024","cyclin dependent kinase 8"
"ENS132840",717.743961745514,9.74660089791788,1.07347440080316,8.61371346256575,7.07313437264425e-18,2.74647188010379e-15,"BHMT2","23743","betaine--homocysteine S-methyltransferase 2"
"ENS243636",1124.16458610071,8.66656846809812,0.950328980537218,8.59341200294826,8.4424151552529e-18,3.23818099345139e-15,NA,NA,NA
"ENS243723",499.320369638466,7.66461287105018,0.843526437756565,8.49364353072931,2.00257890050912e-17,7.58856766009795e-15,NA,NA,NA
"ENS243328",13629.7886761721,7.63544281193769,0.84428202312477,8.45149205656271,2.87603395819269e-17,1.07686928634615e-14,NA,NA,NA
"ENS243491",716.983914781209,7.27908085603397,0.804052112619325,8.43114612801658,3.42295995728701e-17,1.26657572443048e-14,NA,NA,NA
"ENS243568",975.728405298296,8.64182826209391,0.967167581403633,8.41821874372363,3.82251567816676e-17,1.39022952318218e-14,NA,NA,NA
"ENS243469",934.212874836395,7.91605695249749,0.881026879797238,8.41751497321425,3.84554141284656e-17,1.39022952318218e-14,NA,NA,NA
"ENS266647",544.730621633785,10.2873684997757,1.16698870445399,8.38685795536897,4.99307702224982e-17,1.78457111936138e-14,NA,NA,NA
"ENS132781",264.445796896046,8.64117470698834,0.971778538867828,8.37760290165826,5.40165332374572e-17,1.90890786897135e-14,"MUTYH","4595","mutY DNA glycosylase"
"ENS132967",103.157906873141,12.4967523421278,1.43422338781624,8.36463304394593,6.03023080634702e-17,2.10736465912474e-14,NA,NA,NA
"ENS133059",155.635454522815,9.35366300393346,1.06098191506103,8.34478220434526,7.13452443250063e-17,2.46587980715395e-14,"DSTYK","25778","dual serine/threonine and tyrosine protein kinase"
"ENS251418",1028.18657945769,8.16790055123328,0.91932114810698,8.34082906394859,7.37714706244882e-17,2.52202205878413e-14,NA,NA,NA
"ENS266690",389.247197090802,10.2750891596635,1.17269142733188,8.33560213013911,7.71047886555736e-17,2.60763420730656e-14,"MIR4274","100422826","microRNA 4274"
"ENS132872",1299.86535541517,8.95825644181991,1.01530999741916,8.3307132435612,8.03567531318849e-17,2.68870276542983e-14,"SYT4","6860","synaptotagmin 4"
"ENS132906",537.819652549996,7.95173556346966,0.89592957788216,8.31732286491134,8.99724160607501e-17,2.97874992625549e-14,"CASP9","842","caspase 9"
"ENS243455",920.602840897674,8.76878509951417,0.99811759267954,8.28437967646262,1.18726279775251e-16,3.88976974113665e-14,NA,NA,NA
"ENS243613",142.161163721239,8.80394394091195,1.00569597623064,8.2569127620807,1.49488600781035e-16,4.84712935233516e-14,NA,NA,NA
"ENS266803",88.434026670785,9.31342468682044,1.06775421270504,8.25416990347672,1.52961623818266e-16,4.90913162482866e-14,NA,NA,NA
"ENS243439",202.366576888842,9.1632620922604,1.05242209641102,8.23173717256974,1.84517755186989e-16,5.86207316781939e-14,NA,NA,NA
"ENS106948",659.353210536061,8.47628596413266,0.97045027634899,8.21915986684129,2.04933710902181e-16,6.4455750752954e-14,"AKNA","80709","AT-hook transcription factor"
"ENS266664",1145.20814059194,9.83521240415978,1.13713807236914,8.20939218463642,2.2231098336361e-16,6.92289608787354e-14,NA,NA,NA
"ENS243437",444.788553703418,8.92603216821949,1.0283853682235,8.1934578501201,2.53826372842077e-16,7.826810861401e-14,NA,NA,NA
"ENS263489",216.937908451781,5.13771795150282,0.566124318848128,8.19204863154265,2.56816820310835e-16,7.84213847807416e-14,NA,NA,NA
"ENS266825",627.934354499275,8.4864172790931,0.985585408633004,8.10322191170644,5.35224822015153e-16,1.61864337519429e-13,NA,NA,NA
"ENS266802",108.059923500612,11.6536744081241,1.37707367918968,8.09954803194505,5.51637439850337e-16,1.65239054839741e-13,NA,NA,NA
"ENS243536",263.294723083189,8.58360895235919,1.00954819311735,8.00715508924652,1.17392410257246e-15,3.48323215793483e-13,NA,NA,NA
"ENS106952",841.302432427045,7.97982940165797,0.935212098227177,7.9980032506391,1.26453034845652e-15,3.71701014202379e-13,"TNFSF8","944","TNF superfamily member 8"
"ENS259234",327.709273829862,6.91483515689293,0.806098141697936,7.95788356909117,1.75006915358842e-15,5.09271181916713e-13,"ANKRD34C-AS1","729911","ANKRD34C antisense RNA 1"
"ENS243453",542.245462333225,8.10146496875925,0.955337522090822,7.95683702669076,1.76492937901951e-15,5.09271181916713e-13,NA,NA,NA
"ENS231123",4262.18371842073,7.23391271291964,0.847750895220909,7.943268182766,1.96922544520945e-15,5.63055260933887e-13,NA,NA,NA
"ENS266772",358.754201390396,9.79659809141916,1.17470751995403,7.91396831424296,2.49311777022014e-15,7.06428289269944e-13,NA,NA,NA
"ENS044574",120.135739849347,9.98395630071733,1.19906360534607,7.90946890426226,2.584892556061e-15,7.25893220296701e-13,"HSPA5","3309","heat shock protein family A (Hsp70) member 5"
"ENS132970",432.83528406664,9.65734893192528,1.15929044882928,7.89909805706837,2.80928815887149e-15,7.81926824538283e-13,"WASF3","10810","WASP family member 3"
"ENS258452",75.7861858233181,5.81698450355075,0.673538420093543,7.89410721783668,2.92400721986964e-15,8.0671820245035e-13,NA,NA,NA
"ENS132938",113.886761182287,11.98040536334,1.463553904014,7.84419715041132,4.35732097589419e-15,1.19170834203325e-12,"MTUS2","23281","microtubule associated scaffold protein 2"
"ENS253153",951.344152678333,5.80873545887699,0.680217146131108,7.8044716883008,5.97513176489806e-15,1.62008486439288e-12,NA,NA,NA
"ENS106852",721.874857724857,6.64031344147466,0.793924829614802,7.7341244566615,1.04117141370664e-14,2.79888233366676e-12,"LHX6","26468","LIM homeobox 6"
"ENS243366",136.034994062882,9.2588096431127,1.13343706277452,7.7276541687036,1.09546457569576e-14,2.91987727413416e-12,NA,NA,NA
"ENS267574",167.126638617547,7.83444732555061,0.949835033549261,7.72181175308294,1.14687690838518e-14,3.03122458172526e-12,NA,NA,NA
"ENS253636",324.701944327328,8.1335978348278,0.993403886115862,7.68428424885131,1.53854721066042e-14,4.03253223914097e-12,NA,NA,NA
"ENS243364",286.895757643178,8.16356474122288,0.999608452707051,7.66656656460747,1.76661501408792e-14,4.59203102670192e-12,"EFNA4","1945","ephrin A4"
"ENS143742",362.544692243124,4.69617112826335,0.549389851844529,7.63787520678634,2.20835744469414e-14,5.69321789758361e-12,"SRP9","6726","signal recognition particle 9"
"ENS266757",137.728670697385,9.30260241541892,1.15515219658557,7.62029665133123,2.53093384015609e-14,6.4717830195601e-12,NA,NA,NA
"ENS266799",1548.13465152224,7.52582478895813,0.922228105518681,7.61831562811313,2.57007246164227e-14,6.51886444061071e-12,NA,NA,NA
"ENS259300",295.906853475492,5.10188786765092,0.60436429940796,7.61442704699626,2.64863728278876e-14,6.66439518546176e-12,NA,NA,NA
"ENS133313",17.5145116002762,9.35759004976453,1.16583121279168,7.59766075275534,3.01531540866566e-14,7.5268016058216e-12,"CNDP2","55748","carnosine dipeptidase 2"
"ENS214595",1013.30301303543,6.52382523431368,0.793981253113386,7.5868607863131,3.27748889431234e-14,8.07360784709951e-12,"EML6","400954","EMAP like 6"
"ENS132842",59.1295991171193,11.6634321759498,1.47147949700135,7.58653599910783,3.28571093866443e-14,8.07360784709951e-12,"AP3B1","8546","adaptor related protein complex 3 subunit beta 1"
"ENS243646",425.055421736844,9.14485880785286,1.1397956798668,7.58456884909684,3.33594493807861e-14,8.13349923972468e-12,"IL10RB","3588","interleukin 10 receptor subunit beta"
"ENS243446",1312.81982764699,7.96717325293781,0.988983072660108,7.55035496497736,4.34073542635847e-14,1.05019085099867e-11,NA,NA,NA
"ENS132846",137.558062588586,9.62054423871655,1.2096813310116,7.53962552359924,4.71322937723789e-14,1.13160679673959e-11,"ZBED3","84327","zinc finger BED-type containing 3"
"ENS243323",705.889769495889,7.11941216427725,0.879178313161561,7.52908945225636,5.10953719744263e-14,1.2174633631361e-11,"PTPRVP","148713","protein tyrosine phosphatase receptor type V, pseudogene"
"ENS236173",292.195283826419,7.34250951142333,0.912352693025258,7.49985127871366,6.38902809109413e-14,1.51088504903077e-11,NA,NA,NA
"ENS213234",0.474922050037124,17.2207503012592,2.23451145735301,7.48295572449937,7.2669369512459e-14,NA,NA,NA,NA
"ENS243519",492.274610520264,8.70687242864325,1.09816057552371,7.47328998286923,7.82142257235544e-14,1.83581628914719e-11,NA,NA,NA
"ENS162433",479.888761272916,4.90047381404294,0.589168977283279,7.46895030748903,8.08370565812409e-14,1.8833237804394e-11,"AK4","205","adenylate kinase 4"
"ENS132821",3333.63361663542,7.71255705461304,0.971020546450659,7.42781095722111,1.1040959856795e-13,2.55338433394055e-11,"VSTM2L","128434","V-set and transmembrane domain containing 2 like"
"ENS132953",328.045480352709,7.41565782653031,0.931315216324879,7.42568971848287,1.12193726700907e-13,2.57570590671309e-11,"XPO4","64328","exportin 4"
"ENS171444",146.305622195848,6.96285228068972,0.871319711840136,7.41731444023095,1.19518964064314e-13,2.72399308532668e-11,"MCC","4163","MCC regulator of WNT signaling pathway"
"ENS243720",102.206493506501,7.73623572941852,0.977533586972298,7.40254434820109,1.33599553721437e-13,3.02300227600477e-11,NA,NA,NA
"ENS253637",160.320333827847,7.81458125594777,0.99903660464761,7.32163488496785,2.44967918879936e-13,5.50337927472267e-11,NA,NA,NA
"ENS108094",813.100578444887,5.1279064575403,0.632908902101011,7.31212097377277,2.62958199393919e-13,5.86564630307627e-11,"CUL2","8453","cullin 2"
"ENS243701",83.4982434921712,9.02697870316113,1.1673849616109,7.30434174121498,2.78627396475789e-13,6.17140061546233e-11,"DUBR","344595","DPPA2 upstream binding RNA"
"ENS133121",281.188489471847,9.27523403780096,1.20271911420186,7.29616244905558,2.96091382456439e-13,6.51235395875518e-11,"STARD13","90627","StAR related lipid transfer domain containing 13"
"ENS182742",290.870998780915,5.05817470819062,0.628530858155328,7.25210966024547,4.10329444167297e-13,8.96227894302071e-11,"HOXB4","3214","homeobox B4"
"ENS243486",102.656874579289,8.33526869871534,1.08093845428945,7.248579849873,4.21164113882162e-13,9.13548531711846e-11,NA,NA,NA
"ENS119912",189.343806033196,4.39662974712939,0.538162774618104,7.24061553661817,4.46652902131749e-13,9.62200484784093e-11,"IDE","3416","insulin degrading enzyme"
"ENS243663",103.45032577775,8.25170083978203,1.07184722251843,7.23209490767585,4.75599620603112e-13,1.01758906579654e-10,NA,NA,NA
"ENS133110",46.6939568298755,9.24157566909304,1.21085411931977,7.21934668232692,5.22379261493377e-13,1.11012652246552e-10,"POSTN","10631","periostin"
"ENS243659",358.228726020067,7.6601050996881,0.991926094977672,7.21838565992084,5.26083433585903e-13,1.11049504383516e-10,NA,NA,NA
"ENS114346",269.382846024506,5.21836348607855,0.65388873700387,7.21585067774402,5.35978464633448e-13,1.12383964464341e-10,"ECT2","1894","epithelial cell transforming 2"
"ENS266694",211.058489276163,8.80593315361326,1.15213630851882,7.209158406171,5.62987391889434e-13,1.17265426819248e-10,NA,NA,NA
"ENS170035",537.334521183916,4.40168642960438,0.542320507778763,7.19442907587048,6.27226600414193e-13,1.29786388396232e-10,"UBE2E3","10477","ubiquitin conjugating enzyme E2 E3"
"ENS243508",108.934357391145,7.93529107078741,1.04134322040087,7.14009648800053,9.32654277473931e-13,1.91724459706602e-10,NA,NA,NA
"ENS172339",684.452254907008,8.00607981348048,1.05171758847348,7.13697279169328,9.54087210955271e-13,1.94856824408865e-10,"ALG14","199857","ALG14 UDP-N-acetylglucosaminyltransferase subunit"
"ENS129167",0.647646690693291,17.9032226363428,2.44401355038664,7.12075537944119,1.07337149405008e-12,NA,"TPH1","7166","tryptophan hydroxylase 1"
"ENS251464",63.8789281056042,5.65620372593748,0.725209320180538,7.10995237161854,1.1608300721707e-12,2.35551144709115e-10,NA,NA,NA
"ENS243694",115.161364226065,9.28401846798825,1.23939009164897,7.08737186715876,1.36682752075502e-12,2.75573456299917e-10,"LINC02027","728290","long intergenic non-protein coding RNA 2027"
"ENS259838",738.739968999,6.35256710257732,0.825951957013452,7.08584446453707,1.38198957021255e-12,2.76855643072135e-10,NA,NA,NA
"ENS251642",34.2404103629749,6.24316941319066,0.811100247356326,7.08071466123918,1.4341292522537e-12,2.84276710641871e-10,NA,NA,NA
"ENS108001",872.689664448726,4.40608059814884,0.551673034068382,7.08042691400549,1.43711042197817e-12,2.84276710641871e-10,"EBF3","253738","EBF transcription factor 3"
"ENS178690",115.162223057994,4.58577582508745,0.577851520371733,7.07063264704931,1.54228927168902e-12,3.0317551358227e-10,"DYNAP","284254","dynactin associated protein"
"ENS243478",1183.93539289142,7.61446575565691,1.00854733312113,7.05417140278376,1.73632244726338e-12,3.3919760007036e-10,NA,NA,NA
"ENS266692",257.285351149512,10.1144333729093,1.37080852387223,7.01369535239737,2.32104502143723e-12,4.50626592680517e-10,NA,NA,NA
"ENS243721",202.873090786772,7.79010971416194,1.0406055550519,7.00564174270468,2.45856286409742e-12,4.74397050316515e-10,NA,NA,NA
"ENS243715",263.711233974856,8.43636921417536,1.13350726016633,7.00160421823041,2.53048087442587e-12,4.85296856478308e-10,"CACNA2D3-AS1","100874237","CACNA2D3 antisense RNA 1"
"ENS221916",746.351146696789,4.26088175793222,0.538114357166647,6.9890009583363,2.76850531056457e-12,5.277274486538e-10,"C19orf73","55150","chromosome 19 open reading frame 73"
"ENS108100",429.03513291218,4.51593278920613,0.575244165739639,6.98126644021242,2.92530916241207e-12,5.54257974555328e-10,"CCNY","219771","cyclin Y"
"ENS197149",1225.63562819243,5.42268872096693,0.705432334751804,6.97825784056087,2.98862799069358e-12,5.62864236905956e-10,NA,NA,NA
"ENS162105",191.432143162643,5.03880407659251,0.651693267663626,6.96463244566649,3.29262248210455e-12,6.16425966114003e-10,"SHANK2","22941","SH3 and multiple ankyrin repeat domains 2"
"ENS261465",2522.57077501427,4.20476476809605,0.535737137255508,6.91526592140867,4.66986542704839e-12,8.69092351547492e-10,"LOC102723385","102723385","uncharacterized LOC102723385"
"ENS266776",167.737895615108,8.51808845229228,1.16002792242134,6.91197883888521,4.77939165274789e-12,8.8424368389545e-10,"MIR4646","100616230","microRNA 4646"
"ENS169871",368.393595405194,6.39911126082987,0.85528671506554,6.89723242150186,5.30253908835822e-12,9.70218181140489e-10,"TRIM56","81844","tripartite motif containing 56"
"ENS132874",76.3914396090152,8.49149603529269,1.15866717118131,6.89714547374727,5.30578427941511e-12,9.70218181140489e-10,"SLC14A2","8170","solute carrier family 14 member 2"
"ENS161642",146.027375914459,6.43105558788137,0.866920653748198,6.84152068847131,7.83568855274743e-12,1.42455535468793e-09,"ZNF385A","25946","zinc finger protein 385A"
"ENS266667",87.2250255993928,8.90019398750106,1.23158700878883,6.82062568665935,9.06448422572213e-12,1.63848366590467e-09,NA,NA,NA
"ENS172186",1456.04032035244,4.10856754158885,0.529683360199021,6.81268813170378,9.57916594998313e-12,1.72162244262211e-09,NA,NA,NA
"ENS243541",47.1343962685909,7.71862428362501,1.06142300032275,6.800893028915,1.03972605338888e-11,1.85803771768108e-09,NA,NA,NA
"ENS133106",272.720261135346,9.49078462810724,1.32633504640472,6.77866776760402,1.21289078474241e-11,2.15524525207447e-09,"EPSTI1","94240","epithelial stromal interaction 1"
"ENS266683",199.741000958071,9.42761037287748,1.32212547037334,6.75246833445885,1.4535079322669e-11,2.56829952166622e-09,NA,NA,NA
