"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","genename"
"ENS266687",2117.56385152418,9.00260346249683,1.09807678585297,7.74317750091775,9.69625268435828e-15,7.67254268331498e-12,NA,NA,NA
"ENS243643",676.631737460848,7.81742113719264,0.946412816125221,7.73174349767518,1.06083528941669e-14,8.17904008140268e-12,NA,NA,NA
"ENS132793",1824.90890176787,7.6730910052315,0.929511304933642,7.71705622853461,1.19047143442706e-14,8.94907139044684e-12,"LPIN3","64900","lipin 3"
"ENS243714",2730.84852349768,7.37742856172777,0.893568244486941,7.69659016438815,1.39745203600123e-14,1.0248776895249e-11,NA,NA,NA
"ENS243671",1759.91716289525,7.26392636226786,0.881050323123239,7.67711694184549,1.62708887728453e-14,1.16487941550163e-11,NA,NA,NA
"ENS266744",2600.45196271157,7.069929199417,0.857935752919877,7.6578335581156,1.89095729997067e-14,1.32230686169344e-11,NA,NA,NA
"ENS243591",1986.60379008323,7.18108973613847,0.875258378742046,7.63327709669091,2.28860242539275e-14,1.56399968929851e-11,NA,NA,NA
"ENS266771",6351.31436309907,7.3446172307026,0.901568757696338,7.59189709300904,3.15255354039075e-14,2.1065362756891e-11,NA,NA,NA
"ENS243319",22786.0990004873,6.88638831550495,0.842204555790147,7.58294201996249,3.37805832796627e-14,2.20814860573082e-11,"FGF14-IT1","283480","FGF14 intronic transcript 1"
"ENS266701",3888.00818826252,7.40333046621017,0.911347247878405,7.57486291013766,3.59507058811616e-14,2.30000377689499e-11,NA,NA,NA
"ENS266693",1333.10850697252,7.08605815028967,0.87189808768551,7.55370179532408,4.23058207409919e-14,2.65019525804351e-11,NA,NA,NA
"ENS243305",2977.87267455489,7.11496203311685,0.878368162661295,7.53096743975183,5.03657476692912e-14,3.09070952381208e-11,NA,NA,NA
"ENS243352",544.901021109868,7.34339050350095,0.910942761168696,7.51242646104483,5.80413480385989e-14,3.46376334318763e-11,NA,NA,NA
"ENS266809",5427.52400853631,6.53103403030343,0.802977227856665,7.51084068274474,5.87488544689112e-14,3.46376334318763e-11,NA,NA,NA
"ENS132849",1135.15564073509,8.38605050888657,1.05350539264782,7.48553406932854,7.12567697395113e-14,4.12042271018724e-11,"PATJ","10207","PATJ crumbs cell polarity complex component"
"ENS266777",1693.7539886435,6.6733025291409,0.834552463511009,7.39714134108414,1.39147422000147e-13,7.89438458891021e-11,NA,NA,NA
"ENS243452",577.350340595116,8.61125093849727,1.0978396459162,7.38837494953831,1.48634117342484e-13,8.27644310068734e-11,NA,NA,NA
"ENS132881",1815.80641158328,6.94236677239233,0.874418991762176,7.36759703652973,1.73730975200684e-13,9.4980303514716e-11,"CPLANE2","79363","ciliogenesis and planar polarity effector 2"
"ENS243636",1124.16458610071,7.52828639941885,0.95550633067778,7.35556235868516,1.90124972103296e-13,1.02086924753107e-10,NA,NA,NA
"ENS266807",1185.13636577677,5.55785223261495,0.689290829540419,7.33776225629935,2.17194527499862e-13,1.14575828901638e-10,"MIR548H5","100616455","microRNA 548h-5"
"ENS132819",1543.39084911647,7.38271757971013,0.939768291463092,7.3238452948808,2.40964465862276e-13,1.24923457310565e-10,"RBM38","55544","RNA binding motif protein 38"
"ENS243328",13629.7886761721,6.67034352640409,0.844529190553838,7.30625251965253,2.74695722175311e-13,1.39997045255753e-10,NA,NA,NA
"ENS133019",457.8630933396,7.89862913513706,1.01464665204457,7.29182826378856,3.05776787737903e-13,1.5324003717485e-10,"CHRM3","1131","cholinergic receptor muscarinic 3"
"ENS243480",609.721290909763,7.36306604850823,0.953451201533488,7.19813036836074,6.1043766750974e-13,3.00905741382793e-10,"AMY2A","279","amylase alpha 2A"
"ENS243546",2010.53454916155,6.70730141466747,0.863632356262288,7.18743498857781,6.60198197338109e-13,3.17810975444335e-10,NA,NA,NA
"ENS266706",196.96857720897,9.10320970589085,1.19717381067474,7.18626621229039,6.65871543882175e-13,3.17810975444335e-10,NA,NA,NA
"ENS132953",328.045480352709,7.26498026177414,0.942554781718713,7.17728071936409,7.11115822817187e-13,3.34102213692031e-10,"XPO4","64328","exportin 4"
"ENS132872",1299.86535541517,7.76291030254372,1.01831518252444,7.13228126928116,9.87188798210484e-13,4.5667353805217e-10,"SYT4","6860","synaptotagmin 4"
"ENS243650",1093.86827606639,6.34477012885463,0.82246835263714,7.10637693245475,1.1912878622991e-12,5.42739920173815e-10,NA,NA,NA
"ENS133142",147.224633731029,8.49001561462832,1.13408834587695,7.04532027304269,1.85035405145135e-12,8.18809024637459e-10,"TCEAL4","79921","transcription elongation factor A like 4"
"ENS243510",1005.10289350118,6.95508573670224,0.916236425710472,7.04521841259128,1.85170819366614e-12,8.18809024637459e-10,NA,NA,NA
"ENS266822",1010.35898138243,8.81841091362911,1.18241765600228,7.03508685903205,1.99136912450783e-12,8.67804031954001e-10,NA,NA,NA
"ENS266803",88.434026670785,8.01351192639173,1.06870588730983,7.03047678094568,2.05828976234624e-12,8.84153069485558e-10,NA,NA,NA
"ENS243455",920.602840897674,7.54568917525562,1.00433811593537,7.01525618062775,2.29528004379485e-12,9.72067262491089e-10,NA,NA,NA
"ENS243549",878.35120886506,7.32130092941854,0.975612924700886,6.99181074452235,2.71360785969988e-12,1.13327048240716e-09,NA,NA,NA
"ENS243723",499.320369638466,6.43957108088279,0.849758121050999,6.98971970228023,2.75435973679886e-12,1.13453209487404e-09,NA,NA,NA
"ENS266751",1454.89969911566,6.38746114227887,0.84739826689017,6.94769079937466,3.7131370073881e-12,1.50878806317774e-09,"MIR3661","100500905","microRNA 3661"
"ENS132965",818.728449508182,7.24370376297722,0.972602952656656,6.93366573128002,4.10072979496327e-12,1.64406458939668e-09,"ALOX5AP","241","arachidonate 5-lipoxygenase activating protein"
"ENS266813",16.9370989620128,18.1237137685456,2.55016017266991,6.91082621296462,4.81839052242338e-12,1.90637085024669e-09,NA,NA,NA
"ENS243469",934.212874836395,6.60740778019642,0.887214140470792,6.88380347156727,5.8275258339222e-12,2.27568667922346e-09,NA,NA,NA
"ENS243355",295.459089184376,7.25999558267661,0.988155077190344,6.8410270196633,7.86274230847238e-12,3.0310871599161e-09,NA,NA,NA
"ENS266738",907.162597118736,7.32560100897388,0.998037986051869,6.83901926015384,7.9737166042352e-12,3.03495803256643e-09,"MIR4757","100616307","microRNA 4757"
"ENS213234",0.474922050037124,16.0019332689669,2.27467364558073,6.81501423251828,9.42544338761193e-12,NA,NA,NA,NA
"ENS266678",3201.88697815775,5.84100983857611,0.785541581526739,6.79914337341073,1.05243041777188e-11,3.95569127899783e-09,NA,NA,NA
"ENS243536",263.294723083189,7.45901236456727,1.02491341150606,6.78985393931114,1.12247127168461e-11,4.16686279855366e-09,NA,NA,NA
"ENS243568",975.728405298296,7.02805920747226,0.973535260682969,6.70551902033071,2.00691747854186e-11,7.35926849539943e-09,NA,NA,NA
"ENS243646",425.055421736844,8.20251778731891,1.15433029318934,6.67271562806978,2.5111269276824e-11,9.09723802270868e-09,"IL10RB","3588","interleukin 10 receptor subunit beta"
"ENS106809",1516.31151530474,6.02299852577897,0.836975092587888,6.59876091258835,4.14608306372407e-11,1.48414966241808e-08,"OGN","4969","osteoglycin"
"ENS243663",103.45032577775,7.59764894552134,1.08017185473063,6.57085158665915,5.00283058120628e-11,1.76976603230931e-08,NA,NA,NA
"ENS266799",1548.13465152224,6.53584312141258,0.923865228052087,6.53325067135472,6.43572924533203e-11,2.25018537997545e-08,NA,NA,NA
"ENS133059",155.635454522815,7.476752424668,1.07218053187095,6.50706874195298,7.66313513966587e-11,2.6485380518921e-08,"DSTYK","25778","dual serine/threonine and tyrosine protein kinase"
"ENS266690",389.247197090802,8.19981371182498,1.18470966571204,6.49932547583059,8.06809383881362e-11,2.75681265499189e-08,"MIR4274","100422826","microRNA 4274"
"ENS133106",272.720261135346,9.1214411487084,1.33545740352183,6.45579643796362,1.07651231937698e-10,3.63703920576927e-08,"EPSTI1","94240","epithelial stromal interaction 1"
"ENS132967",103.157906873141,9.74154721393039,1.43688532913405,6.43165256583132,1.2622399864472e-10,4.2171437947201e-08,NA,NA,NA
"ENS243486",102.656874579289,7.46793082049883,1.09127781104292,6.38511179278873,1.71272301867362e-10,5.65932620313156e-08,NA,NA,NA
"ENS266772",358.754201390396,8.07345774767389,1.18911603066189,6.36898128726627,1.90287820751114e-10,6.18555496823608e-08,NA,NA,NA
"ENS243303",16021.4650382495,6.11822990351508,0.882237875399704,6.3681576819287,1.91312185987547e-10,6.18555496823608e-08,NA,NA,NA
"ENS243437",444.788553703418,7.04238621120831,1.03125802389136,6.34408272191784,2.23754581918973e-10,7.15752821672509e-08,NA,NA,NA
"ENS243694",115.161364226065,8.3528585710978,1.24200310387635,6.32273667158209,2.56971006020913e-10,8.1335380842556e-08,"LINC02027","728290","long intergenic non-protein coding RNA 2027"
"ENS243439",202.366576888842,7.21297174101358,1.06588826505902,6.29800698729136,3.01496925262751e-10,9.44344900596422e-08,NA,NA,NA
"ENS243289",9541.75002220056,5.63166991163287,0.816856515704578,6.28221702707061,3.33778443014709e-10,1.03467876319683e-07,NA,NA,NA
"ENS132906",537.819652549996,6.12334564583878,0.900567640860476,6.24422352158442,4.25910565002141e-10,1.30680661010708e-07,"CASP9","842","caspase 9"
"ENS266631",558.174563147097,6.63078036749595,0.987111757995919,6.21082700903386,5.27064714985717e-10,1.60083928433389e-07,NA,NA,NA
"ENS243701",83.4982434921712,7.69362031557241,1.17043717477162,6.14609692055966,7.9412770641533e-10,2.38786260042025e-07,"DUBR","344595","DPPA2 upstream binding RNA"
"ENS243519",492.274610520264,7.32240741110639,1.11100333919986,6.1407622915156,8.21264045042677e-10,2.44500876934537e-07,NA,NA,NA
"ENS243446",1312.81982764699,6.56090278409728,0.991446924499524,6.11318935419239,9.76593762327144e-10,2.87237764550259e-07,NA,NA,NA
"ENS232773",2118.29827280055,5.09312409108423,0.751493446245508,6.11199487371668,9.83933453834729e-10,2.87237764550259e-07,NA,NA,NA
"ENS266808",306.056332777398,7.38814436006496,1.12727185552233,6.11045536737304,9.93472596801588e-10,2.87237764550259e-07,"MIR548AE1","100616305","microRNA 548ae-1"
"ENS243613",142.161163721239,6.69339901684671,1.01453791053343,6.10465015899732,1.0302609237207e-09,2.95037292527216e-07,NA,NA,NA
"ENS129167",0.647646690693291,15.7094100190233,2.49939933963865,6.08522606924518,1.16327053764196e-09,NA,"TPH1","7166","tryptophan hydroxylase 1"
"ENS266647",544.730621633785,7.64781602086081,1.18412061829817,6.03639182563488,1.57598313222208e-09,4.47058837762131e-07,NA,NA,NA
"ENS243478",1183.93539289142,6.62046154567472,1.01554600269963,6.02676937273609,1.67269420711557e-09,4.70058337511758e-07,NA,NA,NA
"ENS132970",432.83528406664,7.55898808187167,1.1769467758502,5.99771223874795,2.00116728191981e-09,5.57158324074507e-07,"WASF3","10810","WASP family member 3"
"ENS243491",716.983914781209,5.34181193962392,0.80858713107442,5.98799035199868,2.12449662488889e-09,5.86068706548476e-07,NA,NA,NA
"ENS243477",709.103379747892,7.65669432971675,1.20146262080529,5.9566516725422,2.5745817185232e-09,7.03773615402493e-07,"NAA80","24142","N(alpha)-acetyltransferase 80, NatH catalytic subunit"
"ENS132964",404.225820775142,6.72491775647388,1.04724548742893,5.94408649280174,2.78002791527231e-09,7.53087021480388e-07,"CDK8","1024","cyclin dependent kinase 8"
"ENS243669",67.2206002368821,8.15276156821714,1.29019439242379,5.93147948336723,3.00217082072083e-09,8.06002450073702e-07,NA,NA,NA
"ENS132781",264.445796896046,6.29553872886731,0.979637175020727,5.91600530956238,3.29854566571887e-09,8.77734244446909e-07,"MUTYH","4595","mutY DNA glycosylase"
"ENS243364",286.895757643178,6.3977986418061,1.00879896128592,5.84635677488023,5.02455793614364e-09,1.32529326826231e-06,"EFNA4","1945","ephrin A4"
"ENS243720",102.206493506501,6.23056615673102,0.988103664733911,5.79955966287628,6.64892795685919e-09,1.73849230204173e-06,NA,NA,NA
"ENS132846",137.558062588586,7.52986564134881,1.21508230704084,5.78550572303949,7.22944992578188e-09,1.8739856018822e-06,"ZBED3","84327","zinc finger BED-type containing 3"
"ENS266818",28.370144992476,6.58980412050238,1.05581555939646,5.76786737636591,8.02809419660215e-09,2.06322020852675e-06,NA,NA,NA
"ENS266683",199.741000958071,8.17147816052902,1.33057691896991,5.76552775804051,8.14027021520378e-09,2.07432021272002e-06,NA,NA,NA
"ENS132842",59.1295991171193,8.96570302015164,1.47506135218616,5.73922095349105,9.51130612326051e-09,2.40332322538084e-06,"AP3B1","8546","adaptor related protein complex 3 subunit beta 1"
"ENS133313",17.5145116002762,7.21307162314768,1.17801988142974,5.69860638939315,1.20790745080483e-08,3.02671409485421e-06,"CNDP2","55748","carnosine dipeptidase 2"
"ENS243368",50.8875169006848,7.13253659722295,1.16620062077778,5.6873032641669,1.29061149611003e-08,3.20722289888699e-06,NA,NA,NA
"ENS266694",211.058489276163,7.11613712541996,1.16740142056315,5.6674054090395,1.44976041732859e-08,3.5731840974306e-06,NA,NA,NA
"ENS243721",202.873090786772,6.45202560139204,1.05217800980522,5.65686181038309,1.54165790218282e-08,3.76878954965328e-06,NA,NA,NA
"ENS243702",96.5069191390512,8.30557604402023,1.38311238477556,5.64348648015819,1.66640618134849e-08,4.04090060217481e-06,NA,NA,NA
"ENS243453",542.245462333225,5.92215950283524,0.962042092894847,5.63609382882573,1.7395062636542e-08,4.18441710734545e-06,NA,NA,NA
"ENS266802",108.059923500612,8.27427714070741,1.38015831614053,5.63288794465797,1.77216612054685e-08,4.22914786339073e-06,NA,NA,NA
"ENS266667",87.2250255993928,7.4046801921829,1.2333908517448,5.5981282676252,2.16678418131323e-08,5.13016012188248e-06,NA,NA,NA
"ENS243302",16909.0440854798,6.11413989262261,1.00802199546189,5.56946169617074,2.55527555190467e-08,6.00270160704855e-06,NA,NA,NA
"ENS132821",3333.63361663542,5.9050107961794,0.971675378909384,5.56256843951941,2.65832722234695e-08,6.1963752906008e-06,"VSTM2L","128434","V-set and transmembrane domain containing 2 like"
"ENS260981",2115.85120186118,5.33522316636041,0.882937391539601,5.47629221810292,4.34330226949052e-08,1.00460581493316e-05,NA,NA,NA
"ENS266760",87.9875269757876,8.21284845765462,1.40952879084141,5.47193395961104,4.45150729481343e-08,1.0217738385324e-05,"MIR4464","100616109","microRNA 4464"
"ENS266825",627.934354499275,5.89707060991984,0.988343766893709,5.46072205917019,4.74201946146313e-08,1.08021047868738e-05,NA,NA,NA
"ENS133121",281.188489471847,7.09341230535334,1.21770647168575,5.41461547479966,6.14205548883109e-08,1.38861253002754e-05,"STARD13","90627","StAR related lipid transfer domain containing 13"
"ENS250874",117.533600286226,4.87982611304828,0.810888743342023,5.40126638704729,6.61720741471155e-08,1.48487171457434e-05,NA,NA,NA
"ENS132963",23.9435757545025,7.9090932507801,1.38304501582067,5.35708756116208,8.4574139999209e-08,1.88374801158238e-05,"POMP","51371","proteasome maturation protein"
"ENS266733",172.830290824189,7.76754346333302,1.36554688416025,5.32207538798803,1.02590037418567e-07,2.26822046701388e-05,"TBC1D29P","26083","TBC1 domain family member 29, pseudogene"
"ENS243715",263.711233974856,6.5714353467263,1.14898374810018,5.28417861154718,1.26270010720538e-07,2.77139631558822e-05,"CACNA2D3-AS1","100874237","CACNA2D3 antisense RNA 1"
"ENS132938",113.886761182287,8.23685571543475,1.46702188462095,5.27385160135755,1.3358994359376e-07,2.91080870573968e-05,"MTUS2","23281","microtubule associated scaffold protein 2"
"ENS243366",136.034994062882,6.54571298428307,1.14782691407488,5.26709463783203,1.38599765165855e-07,2.99824197033964e-05,NA,NA,NA
"ENS230362",0.584201623276416,16.1748723519654,3.01826571037366,5.1933374514018,2.06557291802855e-07,NA,NA,NA,NA
"ENS243659",358.228726020067,5.62644881544644,1.00184593413043,5.11700316465927,3.1042841509627e-07,6.66733715252124e-05,NA,NA,NA
"ENS162433",479.888761272916,3.44684144893122,0.590390349961469,4.99134419985615,5.99605374636188e-07,0.000127869035531458,"AK4","205","adenylate kinase 4"
"ENS106948",659.353210536061,5.33178392492566,0.97254279046528,4.96819674393355,6.75783803335563e-07,0.00014309959987674,"AKNA","80709","AT-hook transcription factor"
"ENS142687",0.320197412873701,-18.5470103016077,3.63924484799693,-4.95899865367424,7.08574582540402e-07,NA,"KIAA0319L","79932","KIAA0319 like"
"ENS133110",46.6939568298755,6.5105827833122,1.21648647152864,4.94093680775526,7.77481056039755e-07,0.000163483062056359,"POSTN","10631","periostin"
"ENS101670",50.6993209555669,3.90314333593553,0.689826892856912,4.93332946450007,8.08396249675069e-07,0.000168803241885275,"LIPG","9388","lipase G, endothelial type"
"ENS266768",40.7329346556235,6.65758173288991,1.2532929727342,4.91312236392456,8.96372939061861e-07,0.000185883020032077,NA,NA,NA
"ENS182742",290.870998780915,3.58184716424803,0.630984814513313,4.88418594768418,1.0385703015705e-06,0.000213895687657009,"HOXB4","3214","homeobox B4"
"ENS133246",51.0945345174666,6.75436731886761,1.28372294773104,4.8720538414633,1.1044405910307e-06,0.00022375602031868,"PRAM1","84106","PML-RARA regulated adaptor molecule 1"
"ENS267574",167.126638617547,5.18965521945154,0.96266229319032,4.87154763682468,1.1072745763464e-06,0.00022375602031868,NA,NA,NA
"ENS243541",47.1343962685909,5.72439293848714,1.07248856619747,4.87128077925373,1.10877139337801e-06,0.00022375602031868,NA,NA,NA
"ENS133101",31.8353665498342,7.1252546690204,1.37631247654143,4.81377214981672,1.48107667365369e-06,0.000296896630000618,"CCNA1","8900","cyclin A1"
"ENS132823",27.8438250854201,5.72064380264043,1.08511082712045,4.81116183910394,1.50055447591339e-06,0.000298809089643972,"OSER1","51526","oxidative stress responsive serine rich 1"
"ENS172339",684.452254907008,5.56647745951027,1.05823226345835,4.78768001549374,1.68720376886143e-06,0.000332444794806084,"ALG14","199857","ALG14 UDP-N-acetylglucosaminyltransferase subunit"
"ENS106852",721.874857724857,4.30435802014111,0.794700373462495,4.78716022689859,1.69157782451464e-06,0.000332444794806084,"LHX6","26468","LIM homeobox 6"
"ENS260845",49.9190298577905,4.35319158208686,0.810652729952951,4.75319633144329,2.00225743877478e-06,0.000390947265756616,NA,NA,NA
"ENS132824",14.8804720377452,7.11202225542012,1.39776788493754,4.73041506152189,2.24061259554386e-06,0.000432432475712374,"SERINC3","10955","serine incorporator 3"
"ENS133195",43.2375323955546,5.75196676921008,1.11031608369194,4.7301546346574,2.24348884935084e-06,0.000432432475712374,"SLC39A11","201266","solute carrier family 39 member 11"
"ENS243584",11.3612632684282,5.91153005544815,1.14533412316002,4.72484836173179,2.30287129979982e-06,0.000440771020122675,NA,NA,NA
"ENS243508",108.934357391145,5.5052503731055,1.05960667907711,4.723687073646,2.31606708501722e-06,0.000440771020122675,NA,NA,NA
"ENS243499",15.4560811813067,6.91922499161006,1.37561489166158,4.66644046274927,3.06462390115324e-06,0.00057956085587281,NA,NA,NA
"ENS133119",30.4558416993789,7.09616039235626,1.41633645131575,4.6571987794486,3.20540918771705e-06,0.000602396555409149,"RFC3","5983","replication factor C subunit 3"
"ENS108094",813.100578444887,3.4337694456975,0.633412349982461,4.63168968173534,3.62693496016078e-06,0.000677380790789283,"CUL2","8453","cullin 2"
"ENS266757",137.728670697385,5.89392770281331,1.16943248689802,4.61243189602248,3.97984963422585e-06,0.000738704312663809,NA,NA,NA
"ENS266664",1145.20814059194,5.74919907531942,1.13994715444391,4.60477405014452,4.12913933272691e-06,0.00076171221224396,NA,NA,NA
"ENS253636",324.701944327328,5.06416773574821,0.996515371447217,4.58012777978505,4.64691936909868e-06,0.000852001332374563,NA,NA,NA
"ENS114346",269.382846024506,3.49080000343875,0.655807972067364,4.56048131591108,5.10365035336732e-06,0.000930070681669103,"ECT2","1894","epithelial cell transforming 2"
"ENS266792",23.1570703416372,5.59278794889354,1.12130448642999,4.54184212274754,5.57647971798939e-06,0.00101011547373628,NA,NA,NA
"ENS243742",16.0478762275934,5.68938535740712,1.14722022044928,4.52344307126561,6.08416895736017e-06,0.00109547830166984,"RPLP0P2","113157","ribosomal protein lateral stalk subunit P0 pseudogene 2"
"ENS243969",127.174530065049,6.64734853533411,1.36178282682952,4.51419155405731,6.35587508470288e-06,0.00113758814239245,NA,NA,NA
"ENS152910",168.938207295767,3.39637144041812,0.64700681444342,4.47657022424052,7.58517259958135e-06,0.00134957724791013,"CNTNAP4","85445","contactin associated protein like 4"
"ENS259300",295.906853475492,3.20576895296168,0.6050653219641,4.47186254895337,7.75412632224528e-06,0.00136187670262088,NA,NA,NA
"ENS251418",1028.18657945769,4.61587557992363,0.920589844861013,4.4709113433084,7.78869832934671e-06,0.00136187670262088,NA,NA,NA
"ENS172186",1456.04032035244,2.86877091940083,0.529823167124754,4.47087078554093,7.79017569093723e-06,0.00136187670262088,NA,NA,NA
"ENS243468",15.0205690019588,5.7315183461329,1.18116246479269,4.42912681537938,9.46153786770022e-06,0.00164450278695883,"INGX","27160","inhibitor of growth family, X-linked (pseudogene)"
"ENS266692",257.285351149512,6.61499620449254,1.38121405276351,4.42726179353428,9.54368749186629e-06,0.00164924792639613,NA,NA,NA
"ENS243635",35.5505944157278,6.72188715375302,1.40626081145534,4.42441907153338,9.67021449402171e-06,0.00166156388354708,NA,NA,NA
"ENS243716",12.7815693843985,5.56835434913947,1.14677672899001,4.41965224878889,9.88598536752966e-06,0.0016889868978196,"NPIPB5","100132247","nuclear pore complex interacting protein family member B5"
"ENS243574",13.0733442362903,5.56179262246933,1.14651367451521,4.41494308788742,1.01036567934432e-05,0.00171642291594374,NA,NA,NA
"ENS236173",292.195283826419,4.53809703084138,0.916253248553429,4.40718440804078,1.0472302486965e-05,0.00176905428921658,NA,NA,NA
